expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2021-10-25,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-27,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-28,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-30,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-30,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,25,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-02,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-06,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-08,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-12,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-13,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-14,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-16,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-17,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,100,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-18,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,400,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-21,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-23,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-25,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,150,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-25,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-01,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-02,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,250,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-04,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-06,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-09,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-14,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-16,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-17,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-19,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-21,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,150,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-04,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-05,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,100,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-05,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-09,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,250,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-10,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-11,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-11,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-12,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-01-30,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-02-10,jacob burman,jacob burman,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,business/group/organization,1000,Jain  Ashwani Friends of,media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2021-05-11,ashwani kumar  jain,ashwani kumar  jain,10728 Ardnave Place  Potomac  Maryland 20854,self (candidate),150,Jain  Ashwani Friends of,media,Book/Brochure Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2021-12-27,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Quintanilla  Yolanda Friends For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-21,nationbuilder.com,nationbuilder,PO Box 811428  Los Angeles  California 90081,business/group/organization,159,Lower Shore Progressive Caucus PAC,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-11-22,nationbuilder.com,nationbuilder,PO Box 811428  Los Angeles  California 90081,business/group/organization,159,Lower Shore Progressive Caucus PAC,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-12-22,nationbuilder.com,nationbuilder,PO Box 811428  Los Angeles  California 90081,business/group/organization,159,Lower Shore Progressive Caucus PAC,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-10-11,quick turnaround,quick turnaround,PO Box 1470  Bowie  Maryland 20716,business/group/organization,200,Murray  Patrice Committee to Elect,media,Online Advertising,NA,Check,NA,Electoral,Campaign Partner Campaign Dashboard update fee. Reimbursement to Patrice Murray,NA
2021-10-01,campaign dashboard,campaign dashboard,PO Box 1470  Bowie  Maryland 20716,business/group/organization,196,Murray  Patrice Committee to Elect,media,Consulting Fees - Media,NA,Check,NA,Electoral,Reimbursement to Patrice Murray- Campaign website dashboard fee October 2021 thru January 2022,NA
2021-10-27,vid media,vid media,PO Box 1470  Bowie  Maryland 20716,business/group/organization,12,Murray  Patrice Committee to Elect,media,Videos,NA,Check,NA,Electoral,Reimbursement to Dorothy Bell- Fundraiser campaign announcement general expenses,NA
2021-12-17,amanda mcdermott media,amanda mcdermott media,3300 East West Highway #436  Hyattsville  Maryland 20782,business/group/organization,200,Murray  Patrice Committee to Elect,media,Media - Website Development,NA,Check,NA,Electoral,Amanda McDermott Website/Social Media services thru 12/17/21,NA
2021-03-15,apg media of chesapeake  llc,apg media of chesapeake  llc,29088 Airpark Drive  Easton  Maryland 21601,business/group/organization,175,Metzgar  Ric Sr. Friends Of,media,Newspaper,NA,Debit Card,NA,Electoral,Newspaper Ad,NA
2021-03-26,apg media of chesapeake  llc,apg media of chesapeake  llc,29088 Airpark Drive  Easton  Maryland 21601,business/group/organization,199,Metzgar  Ric Sr. Friends Of,media,Newspaper,NA,Debit Card,NA,Electoral,Ad in The Avenue News,NA
2021-03-02,trublu politics,trublu politics,1010 Park Ave.  Suite 103  Baltimore  Maryland 21201,business/group/organization,4550,Bonner  Jeff For Maryland,media,Consulting Fees - Media,NA,Electronic Check,NA,Electoral,NA,NA
2021-03-19,squarespace inc.,squarespace,225 Varick Street  12th Floor  New York  New York 10014,business/group/organization,61.74,Bonner  Jeff For Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,Fee for campaign email account.,NA
2021-03-22,squarespace inc.,squarespace,225 Varick Street  12th Floor  New York  New York 10014,business/group/organization,61.55,Bonner  Jeff For Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-03-22,squarespace inc.,squarespace,225 Varick Street  12th Floor  New York  New York 10014,business/group/organization,60.95,Bonner  Jeff For Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-04-16,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-04-19,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-04-19,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-04-01,jesse staley,jesse staley,2725 Carsins Run Rd.  Aberdeen  Maryland 21001,business/group/organization,200,Bonner  Jeff For Maryland,media,Videos,NA,Check,NA,Electoral,NA,NA
2021-05-03,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,15,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-05-04,squarespace inc.,squarespace,225 Varick Street  12th Floor  New York  New York 10014,business/group/organization,55.62,Bonner  Jeff For Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-05-04,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,15,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-05-17,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,8.85,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-20,canva,canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,business/group/organization,12.99,Bonner  Jeff For Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-04-30,apg media of chesapeake  llc,apg media of chesapeake  llc,29088 Airpark Drive  Easton  Maryland 21601,business/group/organization,200,Metzgar  Ric Sr. Friends Of,media,Newspaper,NA,Debit Card,NA,Electoral,Ad in the Newspaper,NA
2021-04-30,apg media of chesapeake  llc,apg media of chesapeake  llc,29088 Airpark Drive  Easton  Maryland 21601,business/group/organization,200,Metzgar  Ric Sr. Friends Of,media,Newspaper,NA,Debit Card,NA,Electoral,Ad in the Newspaper,NA
2021-05-12,apg media of chesapeake  llc,apg media of chesapeake  llc,29088 Airpark Drive  Easton  Maryland 21601,business/group/organization,350,Metzgar  Ric Sr. Friends Of,media,Newspaper,NA,Debit Card,NA,Electoral,Ad in Newspaper,NA
2021-08-16,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,2.1,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-17,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,25,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-20,canva,canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,business/group/organization,12.99,Bonner  Jeff For Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-09-15,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,22.9,Bonner  Jeff For Maryland,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-20,canva,canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,business/group/organization,12.99,Bonner  Jeff For Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-07,critical mention  inc.,critical mention  inc.,521 5th Ave  Fl 16  New York  New York 10175,business/group/organization,3500,Rosenbaum  Mike For Maryland,media,Consulting Fees - Media,NA,Check,NA,Electoral,Media Consulting Services,NA
2021-07-30,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,30,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-07-31,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,55,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-08-01,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,35,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-08-13,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,40,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-08-27,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,50,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-08-29,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,24.68,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-08-29,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,75,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-09,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,125,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-11,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,175,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-15,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,250,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-28,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,400,Rosenbaum  Mike For Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
